Tid,Refund,Marital Status,Taxable Income,Cheat
7986,No,Single,163k,Yes
7987,No,Married,101k,No
7988,No,Divorced,114k,Yes
7989,No,Divorced,95k,Yes
7990,No,Married,157k,No
7991,No,Married,117k,No
7992,No,Married,221k,No
7993,No,Married,97k,Yes
7994,No,Single,215k,No
7995,Yes,Single,201k,No
7996,No,Married,240k,No
7997,No,Single,241k,No
7998,No,Married,209k,No
7999,No,Married,121k,No
8000,No,Single,64k,Yes
8001,Yes,Divorced,199k,No
8002,Yes,Married,102k,Yes
8003,No,Married,123k,Yes
8004,No,Married,133k,No
8005,No,Divorced,156k,No
8006,No,Married,112k,No
8007,Yes,Married,140k,No
8008,No,Married,105k,No
8009,Yes,Single,215k,No
8010,No,Single,197k,No
8011,No,Divorced,86k,Yes
8012,No,Single,92k,Yes
8013,No,Single,207k,No
8014,No,Single,53k,Yes
8015,No,Married,90k,Yes
8016,No,Married,77k,No
8017,No,Married,208k,No
8018,No,Single,230k,Yes
8019,Yes,Married,163k,No
8020,No,Single,239k,Yes
8021,No,Married,179k,No
8022,No,Single,182k,No
8023,No,Single,146k,Yes
8024,Yes,Single,249k,No
8025,Yes,Single,148k,Yes
8026,No,Single,76k,Yes
8027,No,Married,224k,No
8028,No,Single,62k,Yes
8029,No,Divorced,189k,Yes
8030,No,Single,114k,No
8031,No,Married,206k,No
8032,No,Single,172k,Yes
8033,No,Divorced,195k,No
8034,No,Single,158k,No
8035,Yes,Single,56k,No
8036,No,Married,191k,No
8037,No,Married,221k,No
8038,No,Single,69k,Yes
8039,Yes,Divorced,60k,No
8040,No,Married,222k,No
8041,No,Married,103k,Yes
8042,No,Married,134k,No
8043,Yes,Married,91k,Yes
8044,Yes,Married,63k,Yes
8045,No,Married,107k,Yes
8046,No,Married,159k,Yes
8047,Yes,Married,229k,No
8048,No,Divorced,212k,Yes
8049,No,Divorced,55k,Yes
8050,Yes,Married,166k,No
8051,No,Divorced,141k,Yes
8052,No,Single,189k,No
8053,No,Single,179k,No
8054,No,Married,92k,No
8055,No,Divorced,144k,Yes
8056,Yes,Single,164k,No
8057,No,Single,80k,Yes
8058,No,Married,228k,Yes
8059,No,Single,65k,Yes
8060,No,Single,111k,No
8061,No,Divorced,135k,No
8062,No,Married,94k,No
8063,No,Single,77k,Yes
8064,Yes,Married,144k,No
8065,No,Married,128k,Yes
8066,No,Divorced,187k,Yes
8067,Yes,Divorced,78k,No
8068,No,Single,126k,No
8069,Yes,Divorced,82k,No
8070,No,Married,61k,No
8071,Yes,Divorced,121k,No
8072,Yes,Single,68k,No
8073,No,Divorced,215k,Yes
8074,Yes,Married,107k,No
8075,Yes,Married,170k,No
8076,No,Divorced,105k,Yes
8077,No,Divorced,216k,Yes
8078,No,Married,185k,No
8079,No,Single,198k,Yes
8080,No,Married,165k,No
8081,No,Divorced,124k,No
8082,No,Married,188k,No
8083,No,Single,217k,Yes
8084,No,Single,138k,No
8085,No,Single,175k,Yes
8086,No,Married,165k,No
8087,Yes,Divorced,60k,No
8088,No,Single,69k,Yes
8089,No,Married,71k,Yes
8090,No,Single,223k,Yes
8091,No,Single,144k,No
8092,Yes,Married,218k,No
8093,No,Married,52k,No
8094,Yes,Married,181k,No
8095,No,Divorced,249k,No
8096,No,Single,68k,Yes
8097,No,Single,148k,No
8098,No,Divorced,190k,Yes
8099,No,Divorced,187k,Yes
8100,No,Single,136k,No
8101,No,Married,82k,No
8102,No,Single,177k,No
8103,Yes,Single,229k,No
8104,No,Married,64k,No
8105,No,Divorced,119k,Yes
8106,No,Married,56k,No
8107,No,Married,162k,No
8108,Yes,Married,59k,No
8109,No,Married,178k,No
8110,No,Single,214k,No
8111,Yes,Single,205k,Yes
8112,No,Married,216k,No
8113,No,Single,161k,Yes
8114,No,Single,207k,No
8115,No,Married,239k,No
8116,No,Single,165k,No
8117,Yes,Single,244k,No
8118,No,Single,54k,Yes
8119,No,Married,69k,No
8120,Yes,Single,106k,No
8121,No,Married,153k,No
8122,No,Divorced,172k,No
8123,No,Divorced,178k,Yes
8124,No,Married,247k,No
8125,No,Divorced,247k,Yes
8126,No,Divorced,154k,Yes
8127,No,Married,116k,No
8128,Yes,Single,194k,No
8129,No,Married,75k,No
8130,No,Single,208k,No
8131,No,Single,146k,Yes
8132,No,Single,83k,No
8133,Yes,Single,64k,No
8134,Yes,Married,112k,Yes
8135,No,Single,91k,No
8136,Yes,Married,71k,No
8137,No,Divorced,103k,Yes
8138,No,Married,56k,No
8139,No,Single,83k,Yes
8140,No,Married,170k,No
8141,Yes,Single,117k,No
8142,No,Married,64k,No
8143,No,Single,79k,Yes
8144,No,Divorced,147k,Yes
8145,No,Divorced,97k,Yes
8146,Yes,Married,157k,No
8147,No,Single,118k,Yes
8148,Yes,Single,69k,Yes
8149,Yes,Single,68k,No
8150,No,Married,227k,No
8151,No,Single,159k,No
8152,No,Single,59k,Yes
8153,No,Single,197k,Yes
8154,No,Single,91k,Yes
8155,No,Married,235k,Yes
8156,Yes,Single,85k,Yes
8157,No,Single,225k,No
8158,No,Married,231k,No
8159,Yes,Divorced,249k,No
8160,No,Divorced,211k,Yes
8161,Yes,Single,74k,No
8162,No,Single,73k,Yes
8163,No,Married,126k,Yes
8164,No,Single,90k,Yes
8165,No,Married,241k,Yes
8166,No,Married,84k,No
8167,No,Divorced,58k,No
8168,No,Divorced,53k,Yes
8169,Yes,Married,156k,No
8170,Yes,Married,65k,No
8171,No,Divorced,235k,Yes
8172,No,Single,106k,No
8173,No,Divorced,180k,No
8174,Yes,Married,66k,No
8175,Yes,Married,92k,Yes
8176,Yes,Single,149k,No
8177,No,Married,93k,Yes
8178,No,Single,125k,No
8179,No,Married,193k,No
8180,No,Married,188k,No
8181,Yes,Married,86k,No
8182,Yes,Married,203k,No
8183,Yes,Married,52k,No
8184,No,Single,182k,No
8185,No,Single,105k,Yes
8186,No,Married,100k,No
8187,No,Married,180k,No
8188,No,Single,181k,Yes
8189,No,Married,195k,Yes
8190,Yes,Single,86k,No
8191,No,Married,85k,No
8192,No,Single,172k,No
8193,No,Divorced,224k,Yes
8194,No,Single,127k,Yes
8195,No,Divorced,117k,Yes
8196,No,Single,174k,No
8197,Yes,Single,248k,No
8198,No,Divorced,112k,No
8199,No,Married,101k,No
8200,Yes,Married,58k,Yes
8201,No,Married,95k,Yes
8202,No,Married,180k,Yes
8203,Yes,Married,200k,No
8204,No,Married,127k,Yes
8205,No,Married,68k,No
8206,No,Married,57k,No
8207,No,Single,123k,No
8208,Yes,Married,190k,No
8209,No,Single,247k,No
8210,No,Single,168k,No
8211,No,Single,249k,No
8212,No,Married,103k,No
8213,No,Single,197k,Yes
8214,No,Married,90k,No
8215,No,Divorced,236k,Yes
8216,No,Single,165k,Yes
8217,Yes,Single,249k,No
8218,Yes,Divorced,155k,No
8219,No,Married,133k,No
8220,No,Single,151k,Yes
8221,No,Divorced,136k,Yes
8222,No,Married,111k,No
8223,No,Divorced,150k,Yes
8224,Yes,Married,134k,No
8225,Yes,Single,96k,No
8226,No,Married,192k,No
8227,Yes,Single,102k,No
8228,No,Divorced,102k,Yes
8229,No,Married,86k,No
8230,No,Divorced,235k,No
8231,Yes,Married,166k,No
8232,No,Married,90k,No
8233,No,Single,182k,No
8234,Yes,Married,158k,No
8235,No,Single,223k,No
8236,Yes,Divorced,165k,No
8237,Yes,Married,172k,No
8238,No,Married,53k,No
8239,No,Married,61k,Yes
8240,No,Single,196k,No
8241,No,Single,83k,Yes
8242,No,Single,99k,Yes
8243,No,Divorced,113k,Yes
8244,No,Married,138k,No
8245,No,Married,132k,No
8246,No,Single,161k,No
8247,Yes,Married,69k,Yes
8248,No,Divorced,52k,Yes
8249,Yes,Single,96k,Yes
8250,No,Divorced,83k,Yes
8251,No,Single,210k,Yes
8252,No,Single,149k,No
8253,No,Single,206k,No
8254,No,Married,158k,Yes
8255,Yes,Divorced,53k,No
8256,No,Single,162k,No
8257,Yes,Divorced,186k,Yes
8258,Yes,Married,106k,No
8259,No,Divorced,178k,Yes
8260,Yes,Divorced,151k,No
8261,Yes,Single,166k,No
8262,No,Single,158k,No
8263,No,Single,145k,Yes
8264,No,Married,55k,Yes
8265,No,Married,131k,No
8266,Yes,Married,94k,No
8267,No,Married,240k,No
8268,No,Single,191k,No
8269,No,Single,100k,No
8270,No,Divorced,164k,No
8271,No,Single,176k,No
8272,Yes,Single,126k,No
8273,No,Divorced,127k,Yes
8274,No,Divorced,197k,Yes
8275,No,Divorced,137k,Yes
8276,No,Married,173k,Yes
8277,No,Single,65k,No
8278,No,Married,106k,Yes
8279,No,Divorced,78k,Yes
8280,No,Married,127k,No
8281,Yes,Single,224k,No
8282,No,Married,55k,No
8283,No,Divorced,247k,Yes
8284,No,Married,205k,No
8285,No,Single,129k,Yes
8286,No,Single,241k,No
8287,No,Divorced,108k,Yes
8288,No,Single,157k,No
8289,Yes,Married,129k,Yes
8290,No,Married,210k,No
8291,No,Married,117k,No
8292,No,Single,160k,No
8293,No,Married,55k,No
8294,No,Married,145k,No
8295,No,Single,124k,Yes
8296,No,Divorced,238k,No
8297,No,Single,151k,Yes
8298,No,Divorced,198k,Yes
8299,Yes,Single,126k,Yes
8300,Yes,Married,133k,Yes
8301,No,Single,232k,No
8302,Yes,Married,152k,No
8303,No,Single,173k,Yes
8304,Yes,Married,54k,Yes
8305,Yes,Married,210k,No
8306,No,Married,98k,No
8307,Yes,Married,143k,No
8308,Yes,Single,240k,No
8309,No,Married,162k,No
8310,No,Divorced,90k,No
8311,No,Divorced,231k,Yes
8312,No,Single,164k,No
8313,Yes,Married,154k,No
8314,No,Single,171k,Yes
8315,No,Single,227k,No
8316,Yes,Single,157k,No
8317,No,Single,247k,Yes
8318,No,Married,135k,No
8319,No,Divorced,129k,Yes
8320,Yes,Married,89k,Yes
8321,No,Single,216k,No
8322,No,Divorced,114k,Yes
8323,No,Single,89k,Yes
8324,No,Married,76k,No
8325,No,Divorced,154k,Yes
8326,Yes,Married,172k,No
8327,Yes,Married,245k,No
8328,Yes,Married,201k,No
8329,Yes,Single,72k,Yes
8330,No,Single,205k,No
8331,Yes,Married,153k,No
8332,No,Single,169k,No
8333,No,Divorced,94k,No
8334,No,Single,206k,No
8335,Yes,Divorced,128k,No
8336,Yes,Married,57k,Yes
8337,Yes,Married,230k,No
8338,Yes,Married,213k,No
8339,Yes,Married,154k,No
8340,Yes,Married,245k,No
8341,Yes,Single,122k,No
8342,No,Single,199k,No
8343,No,Single,100k,Yes
8344,Yes,Single,226k,No
8345,No,Single,89k,Yes
8346,No,Divorced,170k,Yes
8347,No,Married,132k,No
8348,Yes,Single,66k,Yes
8349,Yes,Married,68k,No
8350,No,Divorced,76k,Yes
8351,No,Single,124k,Yes
8352,No,Single,174k,Yes
8353,Yes,Divorced,137k,No
8354,No,Single,233k,Yes
8355,No,Married,192k,Yes
8356,Yes,Married,93k,Yes
8357,No,Divorced,53k,Yes
8358,No,Married,61k,No
8359,No,Married,66k,No
8360,Yes,Single,155k,No
8361,No,Married,219k,No
8362,No,Married,148k,No
8363,No,Divorced,162k,Yes
8364,No,Married,92k,No
8365,No,Married,187k,Yes
8366,No,Single,83k,Yes
8367,Yes,Married,214k,No
8368,No,Single,89k,Yes
8369,Yes,Single,104k,Yes
8370,No,Single,55k,Yes
8371,Yes,Married,111k,No
8372,No,Married,227k,No
8373,No,Married,167k,No
8374,No,Divorced,187k,Yes
8375,No,Single,96k,Yes
8376,No,Married,58k,Yes
8377,Yes,Divorced,121k,No
8378,No,Married,163k,No
8379,Yes,Single,199k,No
8380,No,Single,187k,No
8381,No,Married,239k,Yes
8382,No,Married,124k,No
8383,No,Single,135k,Yes
8384,No,Single,150k,No
8385,No,Divorced,143k,Yes
8386,Yes,Single,84k,Yes
8387,No,Divorced,54k,Yes
8388,No,Single,197k,Yes
8389,No,Single,104k,No
8390,No,Married,71k,No
8391,No,Married,234k,No
8392,Yes,Divorced,145k,No
8393,Yes,Single,99k,Yes
8394,No,Single,64k,Yes
8395,No,Single,185k,Yes
8396,No,Married,152k,No
8397,No,Married,66k,No
8398,Yes,Married,102k,No
8399,Yes,Married,219k,No
8400,No,Single,225k,No
8401,No,Divorced,214k,Yes
8402,Yes,Divorced,97k,No
8403,Yes,Divorced,141k,Yes
8404,No,Married,206k,No
8405,No,Single,83k,No
8406,No,Divorced,81k,Yes
8407,No,Single,247k,No
8408,Yes,Divorced,234k,No
8409,No,Single,200k,No
8410,No,Married,211k,No
8411,No,Single,56k,Yes
8412,No,Divorced,51k,Yes
8413,No,Single,63k,Yes
8414,No,Divorced,246k,Yes
8415,No,Divorced,141k,No
8416,Yes,Married,153k,Yes
8417,No,Single,188k,Yes
8418,Yes,Single,103k,No
8419,Yes,Single,89k,Yes
8420,Yes,Married,89k,Yes
8421,No,Married,55k,No
8422,No,Married,128k,Yes
8423,No,Divorced,76k,No
8424,No,Divorced,185k,Yes
8425,No,Divorced,208k,Yes
8426,No,Single,73k,No
8427,No,Divorced,148k,Yes
8428,No,Divorced,84k,Yes
8429,No,Divorced,217k,Yes
8430,Yes,Single,146k,No
8431,No,Single,96k,Yes
8432,No,Divorced,59k,Yes
8433,No,Married,215k,No
8434,No,Married,245k,No
8435,Yes,Divorced,175k,No
8436,No,Married,106k,No
8437,Yes,Married,154k,No
8438,No,Divorced,95k,Yes
8439,Yes,Married,140k,No
8440,No,Divorced,93k,Yes
8441,Yes,Divorced,128k,No
8442,No,Married,204k,Yes
8443,Yes,Married,173k,No
8444,No,Married,197k,No
8445,No,Married,174k,No
8446,No,Married,249k,No
8447,Yes,Married,84k,No
8448,No,Divorced,78k,Yes
8449,No,Divorced,181k,Yes
8450,Yes,Married,121k,Yes
8451,No,Single,192k,No
8452,Yes,Divorced,70k,No
8453,No,Single,148k,Yes
8454,Yes,Single,217k,No
8455,No,Married,201k,No
8456,Yes,Single,165k,No
8457,No,Single,80k,Yes
8458,No,Divorced,201k,Yes
8459,No,Married,60k,No
8460,No,Single,233k,Yes
8461,No,Married,98k,No
8462,No,Married,151k,Yes
8463,No,Divorced,139k,No
8464,No,Divorced,241k,Yes
8465,No,Single,132k,Yes
8466,No,Single,225k,Yes
8467,No,Divorced,147k,Yes
8468,No,Married,245k,No
8469,No,Married,164k,No
8470,No,Married,163k,No
8471,No,Married,92k,Yes
8472,Yes,Married,64k,No
8473,Yes,Divorced,147k,No
8474,No,Single,154k,No
8475,Yes,Married,239k,No
8476,No,Single,123k,No
8477,No,Married,195k,No
8478,Yes,Single,231k,No
8479,No,Single,63k,Yes
8480,No,Married,129k,No
8481,No,Single,132k,Yes
8482,Yes,Single,94k,No
8483,No,Divorced,184k,Yes
8484,Yes,Divorced,90k,No
8485,No,Divorced,110k,No
8486,No,Single,57k,Yes
8487,No,Married,114k,No
8488,No,Single,182k,No
8489,No,Married,230k,Yes
8490,No,Married,249k,No
8491,No,Married,201k,No
8492,No,Married,127k,Yes
8493,No,Divorced,167k,Yes
8494,Yes,Divorced,127k,No
8495,No,Single,172k,Yes
8496,No,Divorced,206k,Yes
8497,No,Married,99k,No
8498,No,Single,79k,Yes
8499,No,Married,135k,No
8500,No,Divorced,56k,Yes
8501,No,Single,139k,No
8502,Yes,Single,163k,No
8503,No,Single,125k,No
8504,Yes,Single,210k,No
8505,No,Divorced,146k,Yes
8506,No,Married,224k,No
8507,No,Single,218k,Yes
8508,No,Divorced,111k,Yes
8509,No,Married,115k,No
8510,No,Married,117k,No
8511,No,Divorced,224k,Yes
8512,No,Divorced,226k,Yes
8513,No,Single,125k,Yes
8514,No,Married,214k,No
8515,No,Divorced,195k,Yes
8516,No,Married,153k,No
8517,No,Divorced,123k,Yes
8518,No,Married,203k,Yes
8519,No,Single,70k,Yes
8520,No,Single,56k,Yes
8521,No,Single,93k,Yes
8522,No,Married,196k,No
8523,No,Single,53k,No
8524,No,Married,246k,Yes
8525,Yes,Single,70k,No
8526,Yes,Divorced,92k,No
8527,No,Married,73k,Yes
8528,No,Divorced,101k,Yes
8529,No,Single,90k,Yes
8530,No,Divorced,249k,Yes
8531,Yes,Married,248k,No
8532,Yes,Divorced,234k,Yes
8533,No,Married,130k,No
8534,No,Divorced,115k,Yes
8535,No,Married,216k,No
8536,Yes,Married,109k,No
8537,Yes,Married,151k,Yes
8538,Yes,Divorced,111k,No
8539,No,Married,112k,No
8540,No,Single,119k,No
8541,No,Single,161k,No
8542,No,Married,214k,Yes
8543,Yes,Married,150k,No
8544,No,Single,244k,No
8545,Yes,Married,148k,No
8546,No,Divorced,185k,No
8547,No,Single,91k,Yes
8548,Yes,Single,97k,No
8549,No,Married,224k,Yes
8550,No,Divorced,156k,Yes
8551,Yes,Divorced,224k,No
8552,No,Single,189k,No
8553,No,Married,101k,No
8554,No,Married,54k,No
8555,Yes,Divorced,126k,No
8556,Yes,Divorced,220k,No
8557,No,Married,243k,No
8558,No,Married,214k,No
8559,Yes,Divorced,106k,Yes
8560,Yes,Divorced,92k,No
8561,Yes,Single,88k,No
8562,No,Single,54k,Yes
8563,No,Married,132k,Yes
8564,No,Married,111k,No
8565,Yes,Married,86k,Yes
8566,No,Single,153k,No
8567,No,Divorced,154k,No
8568,Yes,Divorced,88k,No
8569,Yes,Single,64k,No
8570,No,Single,168k,No
8571,No,Married,113k,No
8572,No,Married,224k,No
8573,Yes,Married,160k,No
8574,No,Single,228k,No
8575,No,Married,132k,Yes
8576,No,Married,165k,No
8577,No,Married,109k,No
8578,No,Married,59k,No
8579,No,Single,139k,Yes
8580,No,Single,67k,Yes
8581,No,Single,81k,Yes
8582,No,Single,55k,Yes
8583,Yes,Single,141k,Yes
8584,No,Married,78k,Yes
8585,Yes,Divorced,82k,No
8586,No,Married,78k,Yes
8587,Yes,Single,121k,Yes
8588,No,Married,222k,No
8589,Yes,Single,161k,Yes
8590,No,Married,131k,No
8591,No,Married,216k,No
8592,Yes,Single,68k,No
8593,Yes,Divorced,238k,No
8594,No,Married,64k,No
8595,No,Single,80k,Yes
8596,No,Single,118k,No
8597,No,Divorced,211k,Yes
8598,No,Married,113k,No
8599,No,Married,188k,Yes
8600,No,Single,190k,No
8601,No,Single,161k,Yes
8602,Yes,Divorced,130k,No
8603,No,Married,249k,No
8604,Yes,Married,122k,No
8605,Yes,Divorced,151k,No
8606,Yes,Married,111k,No
8607,Yes,Single,88k,No
8608,No,Divorced,181k,Yes
8609,No,Divorced,82k,No
8610,No,Single,143k,No
8611,No,Married,248k,No
8612,No,Married,202k,No
8613,No,Single,94k,No
8614,No,Divorced,118k,Yes
8615,No,Single,240k,Yes
8616,No,Married,102k,No
8617,No,Married,52k,Yes
8618,No,Married,79k,No
8619,No,Single,186k,Yes
8620,No,Married,66k,Yes
8621,No,Single,207k,No
8622,Yes,Married,201k,No
8623,No,Married,158k,No
8624,No,Single,97k,Yes
8625,Yes,Single,187k,No
8626,Yes,Single,162k,No
8627,Yes,Single,186k,No
8628,No,Married,98k,Yes
8629,No,Single,150k,Yes
8630,No,Married,193k,No
8631,No,Divorced,179k,Yes
8632,Yes,Married,133k,No
8633,Yes,Divorced,79k,No
8634,No,Single,225k,No
8635,No,Divorced,201k,Yes
8636,No,Divorced,228k,Yes
8637,Yes,Single,202k,No
8638,No,Single,59k,Yes
8639,No,Single,182k,No
8640,No,Married,119k,No
8641,No,Single,218k,No
8642,No,Single,155k,Yes
8643,No,Divorced,185k,Yes
8644,No,Single,79k,Yes
8645,No,Divorced,144k,Yes
8646,No,Single,133k,No
8647,Yes,Married,101k,No
8648,No,Single,117k,Yes
8649,No,Single,139k,No
8650,No,Single,129k,No
8651,Yes,Married,121k,No
8652,No,Divorced,129k,Yes
8653,No,Single,69k,No
8654,No,Divorced,100k,Yes
8655,No,Married,63k,No
8656,No,Married,238k,No
8657,No,Divorced,133k,No
8658,No,Divorced,119k,Yes
8659,No,Single,212k,No
8660,Yes,Married,239k,Yes
8661,No,Divorced,186k,Yes
8662,Yes,Married,89k,No
8663,No,Single,218k,No
8664,Yes,Single,85k,No
8665,No,Single,123k,No
8666,No,Single,81k,Yes
8667,No,Single,230k,Yes
8668,Yes,Single,74k,Yes
8669,No,Married,186k,No
8670,No,Divorced,170k,Yes
8671,Yes,Single,100k,No
8672,Yes,Married,205k,No
8673,Yes,Single,216k,Yes
8674,Yes,Married,216k,No
8675,No,Married,126k,Yes
8676,No,Divorced,209k,Yes
8677,No,Single,206k,Yes
8678,No,Divorced,154k,Yes
8679,No,Single,165k,No
8680,No,Single,61k,Yes
8681,No,Married,191k,No
8682,Yes,Married,51k,No
8683,No,Married,115k,Yes
8684,Yes,Single,152k,No
8685,No,Divorced,119k,Yes
8686,No,Married,234k,No
8687,No,Married,149k,No
8688,Yes,Single,241k,No
8689,No,Single,212k,No
8690,Yes,Single,57k,Yes
8691,No,Divorced,220k,Yes
8692,No,Married,178k,No
8693,No,Divorced,171k,No
8694,No,Single,112k,No
8695,No,Divorced,88k,Yes
8696,No,Married,144k,No
8697,Yes,Single,62k,No
8698,Yes,Single,185k,No
8699,No,Single,201k,Yes
8700,No,Divorced,171k,Yes
8701,No,Divorced,168k,Yes
8702,No,Single,181k,No
8703,No,Married,205k,No
8704,No,Single,230k,No
8705,Yes,Divorced,201k,No
8706,Yes,Single,81k,No
8707,Yes,Divorced,87k,No
8708,No,Married,155k,No
8709,No,Married,221k,No
8710,Yes,Single,215k,No
8711,Yes,Married,191k,No
8712,Yes,Married,218k,No
8713,Yes,Single,237k,No
8714,Yes,Married,204k,No
8715,No,Married,208k,No
8716,No,Divorced,156k,No
8717,Yes,Divorced,168k,No
8718,Yes,Divorced,183k,No
8719,No,Single,88k,Yes
8720,Yes,Married,108k,No
8721,Yes,Married,248k,No
8722,Yes,Single,180k,No
8723,Yes,Divorced,218k,No
8724,No,Married,219k,Yes
8725,No,Single,111k,No
8726,No,Single,127k,No
8727,No,Married,193k,Yes
8728,No,Married,237k,Yes
8729,No,Married,216k,No
8730,Yes,Divorced,114k,No
8731,No,Married,180k,No
8732,Yes,Single,78k,No
8733,No,Married,54k,No
8734,No,Married,123k,Yes
8735,No,Single,223k,No
8736,No,Single,149k,No
8737,No,Single,55k,Yes
8738,No,Married,106k,No
8739,Yes,Married,89k,Yes
8740,No,Single,81k,Yes
8741,No,Divorced,209k,Yes
8742,No,Single,158k,No
8743,No,Divorced,132k,No
8744,No,Married,170k,Yes
8745,No,Single,248k,No
8746,No,Single,88k,Yes
8747,No,Single,198k,No
8748,Yes,Married,208k,No
8749,No,Married,51k,No
8750,No,Married,112k,No
8751,No,Single,170k,Yes
8752,Yes,Divorced,69k,Yes
8753,No,Married,245k,No
8754,No,Married,221k,No
8755,No,Married,51k,No
8756,No,Single,172k,No
8757,Yes,Divorced,164k,No
8758,No,Single,106k,Yes
8759,No,Married,165k,No
8760,Yes,Married,58k,No
8761,Yes,Married,54k,Yes
8762,No,Married,74k,Yes
8763,No,Married,145k,No
8764,No,Divorced,204k,Yes
8765,Yes,Married,120k,No
8766,No,Married,192k,No
8767,Yes,Single,228k,No
8768,No,Single,133k,No
8769,Yes,Divorced,108k,No
8770,No,Single,217k,No
8771,No,Divorced,167k,Yes
8772,No,Married,134k,Yes
8773,No,Single,100k,No
8774,No,Single,208k,No
8775,No,Divorced,231k,Yes
8776,No,Married,75k,No
8777,No,Married,150k,No
8778,Yes,Single,73k,No
8779,No,Married,84k,No
8780,Yes,Single,218k,No
8781,No,Single,93k,Yes
8782,No,Single,147k,No
8783,Yes,Married,170k,No
8784,No,Married,163k,No
8785,No,Divorced,241k,Yes
8786,No,Single,248k,Yes
8787,No,Divorced,239k,Yes
8788,Yes,Single,239k,Yes
8789,No,Single,213k,No
8790,No,Single,112k,Yes
8791,Yes,Single,72k,No
8792,No,Single,198k,Yes
8793,No,Single,138k,No
8794,No,Single,76k,Yes
8795,No,Single,84k,Yes
8796,Yes,Single,61k,No
8797,No,Married,85k,No
8798,No,Married,242k,No
8799,No,Single,56k,Yes
8800,No,Single,227k,No
8801,No,Single,102k,No
8802,No,Divorced,88k,Yes
8803,No,Divorced,73k,Yes
8804,Yes,Married,231k,Yes
8805,Yes,Single,226k,Yes
8806,No,Married,141k,Yes
8807,No,Single,87k,No
8808,Yes,Married,148k,No
8809,No,Divorced,193k,Yes
8810,Yes,Single,165k,No
8811,No,Divorced,132k,Yes
8812,No,Single,138k,No
8813,Yes,Married,150k,Yes
8814,No,Divorced,102k,No
8815,Yes,Married,234k,No
8816,No,Divorced,235k,Yes
8817,No,Married,166k,No
8818,Yes,Single,237k,Yes
8819,Yes,Married,53k,No
8820,Yes,Married,185k,No
8821,No,Married,183k,No
8822,No,Married,178k,No
8823,No,Single,85k,Yes
8824,No,Single,108k,Yes
8825,No,Married,198k,Yes
8826,No,Divorced,124k,Yes
8827,No,Single,210k,No
8828,No,Single,116k,Yes
8829,No,Married,164k,No
8830,No,Divorced,104k,Yes
8831,No,Married,193k,Yes
8832,Yes,Single,215k,No
8833,No,Married,123k,Yes
8834,No,Single,144k,Yes
8835,No,Single,117k,No
8836,No,Single,195k,Yes
8837,No,Married,78k,Yes
8838,No,Married,52k,No
8839,No,Single,219k,No
8840,Yes,Married,85k,No
8841,No,Married,71k,Yes
8842,No,Married,221k,Yes
8843,No,Single,206k,No
8844,No,Single,225k,No
8845,No,Single,247k,Yes
8846,Yes,Divorced,183k,No
8847,Yes,Divorced,125k,No
8848,No,Married,149k,Yes
8849,Yes,Married,226k,Yes
8850,No,Married,136k,No
8851,Yes,Married,144k,No
8852,No,Married,76k,No
8853,No,Divorced,198k,No
8854,No,Married,227k,No
8855,Yes,Single,109k,Yes
8856,No,Single,70k,No
8857,Yes,Married,108k,No
8858,Yes,Married,167k,No
8859,No,Married,102k,Yes
8860,No,Married,167k,No
8861,No,Single,246k,No
8862,No,Single,204k,No
8863,Yes,Married,231k,No
8864,Yes,Married,236k,No
8865,Yes,Divorced,173k,No
8866,No,Divorced,244k,Yes
8867,No,Married,158k,Yes
8868,No,Single,246k,No
8869,No,Single,241k,No
8870,No,Married,63k,No
8871,No,Single,168k,No
8872,No,Married,83k,Yes
8873,Yes,Single,161k,No
8874,No,Married,208k,Yes
8875,No,Married,109k,No
8876,Yes,Married,130k,Yes
8877,Yes,Married,108k,No
8878,Yes,Divorced,234k,No
8879,No,Divorced,229k,Yes
8880,No,Single,131k,Yes
8881,Yes,Married,97k,No
8882,No,Single,77k,No
8883,Yes,Divorced,64k,Yes
8884,Yes,Single,85k,No
8885,No,Single,212k,Yes
8886,Yes,Married,161k,No
8887,No,Married,216k,No
8888,Yes,Married,60k,No
8889,Yes,Single,204k,No
8890,No,Single,135k,No
8891,Yes,Divorced,223k,No
8892,Yes,Married,140k,No
8893,Yes,Married,108k,No
8894,No,Married,240k,No
8895,No,Single,199k,Yes
8896,Yes,Divorced,85k,No
8897,No,Divorced,114k,No
8898,No,Married,80k,No
8899,No,Married,58k,Yes
8900,No,Single,234k,No
8901,No,Married,109k,No
8902,No,Married,66k,Yes
8903,Yes,Married,89k,No
8904,No,Married,71k,No
8905,No,Married,127k,No
8906,No,Married,222k,No
8907,No,Married,69k,No
8908,No,Married,201k,Yes
8909,No,Single,50k,Yes
8910,No,Divorced,246k,No
8911,No,Divorced,206k,Yes
8912,No,Single,167k,No
8913,No,Single,60k,Yes
8914,No,Married,138k,No
8915,No,Married,132k,No
8916,Yes,Divorced,77k,No
8917,Yes,Married,218k,No
8918,No,Married,195k,No
8919,Yes,Single,55k,Yes
8920,No,Married,183k,No
8921,No,Divorced,68k,No
8922,Yes,Married,183k,No
8923,Yes,Married,103k,No
8924,No,Married,119k,No
8925,No,Divorced,228k,Yes
8926,No,Single,149k,No
8927,No,Married,205k,No
8928,No,Married,148k,Yes
8929,No,Married,111k,No
8930,No,Married,79k,No
