Refund,Marital Status,Taxable Income,Cheat
Yes,Divorced,67k,No
No,Single,196k,No
Yes,Divorced,104k,No
No,Divorced,103k,Yes
No,Married,136k,No
No,Single,87k,Yes
No,Single,113k,No
No,Married,159k,No
No,Single,116k,No
No,Married,223k,No
Yes,Married,72k,No
Yes,Married,202k,No
No,Single,231k,No
No,Divorced,125k,No
No,Married,91k,No
No,Single,71k,Yes
No,Single,72k,Yes
No,Married,121k,Yes
No,Divorced,195k,No
No,Single,132k,Yes
No,Single,119k,No
No,Divorced,87k,Yes
No,Single,72k,Yes
No,Single,122k,No
No,Married,230k,No
No,Divorced,53k,Yes
No,Divorced,92k,Yes
No,Single,53k,Yes
Yes,Single,149k,No
No,Married,226k,No
Yes,Single,115k,No
No,Married,127k,No
No,Single,189k,No
No,Divorced,117k,Yes
No,Married,235k,No
No,Married,245k,Yes
Yes,Divorced,225k,No
No,Single,129k,No
No,Single,197k,No
Yes,Single,179k,No
Yes,Single,224k,No
Yes,Divorced,124k,No
No,Single,163k,No
Yes,Married,127k,No
No,Married,242k,No
No,Divorced,80k,Yes
Yes,Married,117k,No
No,Single,214k,No
Yes,Single,170k,No
No,Single,185k,No
Yes,Single,169k,No
Yes,Married,224k,No
Yes,Divorced,74k,No
No,Married,139k,No
Yes,Divorced,190k,No
No,Single,113k,Yes
No,Single,162k,No
No,Divorced,224k,No
Yes,Married,236k,No
No,Married,188k,No
No,Single,206k,No
Yes,Single,175k,No
No,Married,239k,No
No,Single,83k,Yes
No,Single,88k,Yes
Yes,Divorced,239k,No
Yes,Married,235k,No
Yes,Married,120k,No
No,Married,82k,No
No,Single,245k,No
No,Married,245k,No
No,Married,126k,Yes
No,Single,50k,Yes
No,Single,62k,Yes
No,Single,51k,Yes
No,Married,224k,No
No,Married,132k,No
No,Single,152k,No
No,Divorced,94k,Yes
No,Married,188k,No
No,Single,229k,No
Yes,Married,183k,No
No,Married,83k,Yes
Yes,Single,198k,No
Yes,Married,219k,No
No,Married,54k,Yes
No,Single,206k,No
Yes,Divorced,175k,No
No,Married,143k,No
No,Married,200k,No
No,Single,147k,No
Yes,Single,242k,No
No,Married,94k,No
Yes,Married,153k,No
Yes,Married,88k,Yes
Yes,Married,194k,No
Yes,Married,90k,No
No,Single,173k,No
No,Divorced,98k,Yes
No,Divorced,113k,Yes
No,Single,137k,No
Yes,Divorced,125k,Yes
No,Married,133k,Yes
No,Married,220k,No
No,Single,110k,No
Yes,Married,244k,No
Yes,Single,209k,No
Yes,Single,242k,No
Yes,Divorced,199k,No
No,Married,238k,No
No,Single,123k,No
No,Single,99k,Yes
No,Married,96k,No
Yes,Married,216k,No
Yes,Single,124k,No
No,Married,93k,No
No,Married,186k,No
Yes,Single,109k,No
No,Single,210k,No
No,Married,189k,No
No,Divorced,203k,No
Yes,Divorced,102k,No
No,Married,215k,No
No,Single,111k,No
No,Married,161k,No
No,Single,141k,No
No,Married,69k,No
No,Single,171k,No
No,Single,134k,No
No,Single,116k,Yes
Yes,Single,172k,No
No,Married,227k,No
No,Married,165k,No
No,Married,131k,No
No,Divorced,134k,No
No,Single,95k,Yes
No,Single,230k,No
No,Divorced,212k,No
No,Single,221k,No
No,Married,99k,No
No,Married,219k,No
No,Divorced,178k,No
No,Married,81k,No
No,Single,172k,No
No,Married,109k,No
No,Single,154k,No
No,Married,166k,No
No,Married,228k,No
Yes,Married,190k,No
Yes,Single,133k,No
No,Married,155k,No
Yes,Single,107k,No
No,Married,53k,No
No,Single,201k,No
No,Single,138k,No
No,Married,84k,No
Yes,Single,93k,No
Yes,Single,230k,No
Yes,Married,183k,No
Yes,Divorced,241k,No
No,Married,91k,No
Yes,Divorced,240k,No
No,Single,186k,No
No,Single,130k,No
Yes,Married,56k,No
No,Divorced,201k,No
No,Married,133k,No
No,Married,237k,No
Yes,Divorced,134k,No
No,Single,243k,No
No,Single,158k,No
No,Single,64k,Yes
No,Single,169k,No
No,Married,238k,No
No,Single,98k,Yes
No,Single,113k,No
Yes,Single,56k,No
No,Single,126k,Yes
No,Married,103k,No
No,Married,142k,No
No,Single,101k,No
No,Single,248k,No
Yes,Single,58k,No
No,Divorced,221k,No
No,Single,211k,No
No,Married,89k,No
No,Single,66k,Yes
No,Married,89k,No
No,Single,116k,No
Yes,Married,173k,No
Yes,Single,215k,No
No,Married,166k,No
No,Single,221k,No
Yes,Divorced,66k,No
No,Single,77k,Yes
No,Single,85k,Yes
No,Married,116k,No
No,Married,166k,No
No,Divorced,247k,No
No,Married,71k,No
No,Single,181k,No
No,Single,210k,No
No,Married,159k,Yes
No,Married,184k,No
Yes,Divorced,63k,No
No,Married,243k,No
No,Married,166k,No
No,Single,136k,No
No,Single,183k,No
No,Single,113k,Yes
No,Divorced,128k,No
No,Married,209k,No
No,Married,149k,No
No,Married,201k,No
Yes,Married,193k,No
No,Married,51k,No
No,Single,74k,Yes
No,Divorced,169k,No
No,Single,216k,No
Yes,Single,237k,No
No,Married,117k,No
No,Single,97k,Yes
Yes,Single,198k,No
Yes,Single,128k,No
Yes,Divorced,187k,No
No,Married,138k,No
Yes,Divorced,236k,No
No,Single,245k,No
Yes,Single,52k,No
No,Divorced,131k,No
No,Divorced,227k,No
Yes,Married,198k,No
Yes,Married,239k,No
No,Married,174k,No
Yes,Married,238k,No
No,Divorced,239k,Yes
Yes,Single,77k,No
Yes,Married,148k,No
No,Divorced,228k,No
Yes,Divorced,157k,No
Yes,Married,172k,No
No,Married,83k,No
Yes,Divorced,56k,Yes
No,Married,76k,Yes
Yes,Divorced,50k,No
No,Married,117k,No
No,Single,189k,No
No,Single,188k,No
No,Divorced,232k,No
Yes,Single,224k,No
No,Divorced,123k,Yes
No,Divorced,137k,No
No,Married,151k,No
No,Married,142k,No
No,Married,199k,No
No,Divorced,248k,No
No,Divorced,248k,No
No,Single,139k,No
No,Single,192k,No
No,Single,70k,Yes
No,Single,209k,No
No,Married,172k,No
No,Divorced,138k,No
No,Married,190k,No
Yes,Married,137k,No
Yes,Single,59k,No
No,Single,50k,Yes
Yes,Married,78k,No
No,Divorced,151k,No
No,Married,217k,No
Yes,Married,119k,No
No,Married,207k,Yes
Yes,Married,118k,No
Yes,Single,153k,No
No,Married,109k,No
No,Married,144k,Yes
No,Single,214k,No
No,Married,108k,No
Yes,Single,57k,Yes
No,Single,196k,Yes
No,Divorced,185k,Yes
No,Single,80k,Yes
No,Single,134k,No
No,Single,96k,Yes
No,Divorced,220k,No
Yes,Single,76k,No
No,Single,100k,No
No,Married,74k,No
No,Single,175k,No
Yes,Single,141k,No
Yes,Married,225k,No
No,Married,181k,No
No,Married,119k,No
No,Married,173k,No
No,Single,170k,Yes
No,Divorced,189k,No
Yes,Single,78k,No
Yes,Single,154k,No
No,Single,193k,No
Yes,Married,214k,No
No,Single,233k,No
No,Married,181k,Yes
Yes,Single,179k,No
No,Divorced,188k,No
No,Single,148k,No
No,Married,207k,Yes
Yes,Single,197k,No
Yes,Married,145k,No
No,Single,157k,No
No,Single,124k,No
No,Single,178k,No
No,Divorced,163k,No
Yes,Married,135k,No
Yes,Married,174k,No
No,Single,85k,Yes
No,Divorced,218k,No
No,Single,154k,No
No,Married,230k,No
No,Divorced,220k,Yes
No,Married,131k,No
No,Married,132k,Yes
Yes,Married,75k,No
No,Married,215k,No
No,Single,143k,No
No,Married,218k,No
No,Divorced,58k,Yes
No,Married,175k,No
No,Married,232k,No
Yes,Divorced,182k,No
Yes,Single,123k,No
No,Single,168k,No
Yes,Married,90k,No
No,Married,167k,No
Yes,Married,245k,No
No,Married,240k,No
Yes,Single,120k,No
Yes,Married,220k,No
No,Married,165k,No
No,Single,72k,Yes
Yes,Single,88k,No
No,Divorced,211k,No
Yes,Married,69k,No
No,Married,217k,No
No,Married,200k,No
Yes,Single,80k,No
No,Married,95k,No
No,Single,97k,Yes
Yes,Married,103k,Yes
No,Divorced,132k,Yes
Yes,Divorced,230k,No
Yes,Married,229k,No
No,Married,190k,No
Yes,Married,207k,No
No,Married,195k,No
Yes,Married,226k,No
Yes,Married,142k,Yes
Yes,Single,198k,No
No,Divorced,245k,Yes
No,Married,76k,Yes
No,Single,237k,No
No,Divorced,215k,No
No,Single,89k,Yes
No,Married,72k,Yes
Yes,Married,185k,No
No,Married,77k,No
Yes,Married,94k,No
Yes,Married,132k,No
No,Married,200k,No
Yes,Single,171k,No
Yes,Married,71k,Yes
No,Divorced,160k,No
No,Divorced,89k,Yes
Yes,Divorced,156k,No
No,Single,75k,Yes
No,Divorced,116k,Yes
Yes,Divorced,231k,No
No,Married,95k,No
Yes,Single,98k,No
Yes,Single,158k,No
Yes,Married,200k,No
No,Married,228k,No
No,Married,223k,No
No,Single,148k,No
Yes,Divorced,154k,No
Yes,Single,51k,No
No,Single,188k,No
No,Married,233k,No
No,Single,232k,No
No,Single,90k,Yes
No,Single,115k,Yes
Yes,Divorced,144k,No
No,Married,102k,Yes
No,Married,218k,Yes
No,Married,77k,No
No,Single,63k,Yes
No,Divorced,224k,Yes
No,Married,128k,Yes
Yes,Single,134k,No
No,Married,88k,No
No,Single,216k,No
No,Single,167k,No
Yes,Single,199k,No
No,Single,74k,Yes
No,Married,108k,No
No,Single,106k,No
Yes,Single,131k,No
No,Married,112k,No
No,Single,167k,No
No,Married,182k,No
No,Divorced,55k,Yes
No,Married,179k,No
No,Single,66k,Yes
Yes,Single,75k,Yes
No,Married,130k,No
No,Divorced,146k,Yes
No,Divorced,230k,No
No,Single,109k,No
No,Divorced,150k,No
Yes,Single,232k,No
No,Married,55k,Yes
No,Divorced,244k,No
No,Married,150k,Yes
Yes,Married,239k,No
No,Married,85k,Yes
Yes,Single,108k,No
No,Married,83k,No
No,Divorced,126k,No
Yes,Single,153k,No
No,Married,150k,No
No,Single,237k,No
Yes,Divorced,145k,No
Yes,Single,141k,No
No,Single,234k,No
No,Single,164k,Yes
No,Single,55k,Yes
Yes,Married,218k,No
Yes,Single,76k,Yes
Yes,Single,155k,No
Yes,Married,168k,No
No,Single,62k,Yes
No,Single,148k,No
No,Married,53k,No
No,Single,135k,No
No,Married,92k,No
No,Divorced,153k,No
Yes,Single,141k,No
Yes,Single,227k,No
No,Divorced,64k,Yes
No,Single,180k,No
Yes,Married,141k,No
No,Married,136k,No
Yes,Single,161k,No
Yes,Single,247k,No
No,Married,51k,No
Yes,Married,132k,No
No,Single,189k,No
No,Divorced,98k,Yes
Yes,Single,192k,No
No,Single,102k,No
No,Single,200k,No
No,Married,80k,No
No,Married,161k,No
No,Married,62k,No
Yes,Divorced,232k,No
No,Single,239k,No
No,Divorced,247k,No
No,Married,205k,No
Yes,Single,159k,Yes
No,Single,165k,No
Yes,Married,88k,Yes
Yes,Married,163k,No
No,Married,53k,Yes
No,Single,62k,Yes
Yes,Single,149k,No
No,Married,205k,No
No,Married,68k,No
No,Married,211k,No
No,Married,185k,No
Yes,Married,217k,No
No,Single,72k,Yes
No,Single,198k,No
Yes,Single,112k,No
Yes,Single,73k,No
Yes,Married,245k,No
No,Married,208k,No
No,Single,225k,No
Yes,Married,84k,No
No,Divorced,94k,Yes
No,Divorced,83k,Yes
No,Single,225k,No
No,Single,188k,No
No,Married,69k,Yes
No,Single,138k,Yes
Yes,Married,151k,No
No,Single,194k,No
No,Single,189k,No
No,Divorced,189k,No
No,Married,146k,No
No,Single,73k,Yes
No,Married,95k,No
Yes,Single,183k,No
Yes,Single,189k,No
No,Married,220k,No
No,Married,221k,No
No,Married,133k,No
Yes,Single,214k,No
No,Married,175k,No
No,Married,105k,No
Yes,Single,224k,No
Yes,Single,239k,No
No,Married,189k,No
No,Single,169k,No
No,Single,140k,No
No,Married,188k,No
No,Married,197k,No
Yes,Married,115k,No
Yes,Married,61k,No
No,Married,127k,No
No,Single,109k,No
Yes,Divorced,136k,No
Yes,Married,187k,No
No,Married,206k,No
No,Married,172k,No
Yes,Married,121k,No
No,Married,226k,Yes
No,Married,131k,No
No,Single,91k,Yes
Yes,Divorced,171k,No
No,Single,206k,No
No,Married,166k,No
No,Single,161k,No
No,Married,114k,Yes
Yes,Single,66k,No
Yes,Married,192k,No
Yes,Divorced,176k,No
No,Married,240k,No
No,Single,159k,No
Yes,Married,53k,No
No,Married,223k,No
Yes,Divorced,161k,Yes
No,Single,115k,No
Yes,Divorced,97k,No
No,Married,65k,No
No,Married,233k,Yes
No,Divorced,212k,No
No,Single,73k,Yes
No,Single,182k,No
No,Divorced,172k,No
No,Single,245k,No
Yes,Married,89k,No
Yes,Married,107k,No
Yes,Single,217k,No
Yes,Divorced,245k,No
No,Married,132k,No
Yes,Divorced,207k,No
Yes,Single,163k,No
No,Married,123k,No
No,Single,96k,Yes
No,Divorced,153k,No
No,Married,233k,No
Yes,Single,63k,No
No,Single,77k,Yes
No,Single,158k,Yes
No,Divorced,181k,No
No,Married,188k,No
No,Divorced,205k,Yes
No,Single,90k,Yes
No,Single,102k,No
No,Single,216k,No
No,Married,97k,No
No,Single,156k,No
No,Single,248k,No
Yes,Single,166k,No
No,Divorced,82k,Yes
Yes,Single,117k,Yes
No,Single,124k,No
Yes,Married,168k,No
No,Married,113k,No
Yes,Single,87k,No
No,Divorced,154k,No
No,Single,167k,No
No,Single,234k,No
No,Married,148k,No
No,Divorced,229k,No
Yes,Married,117k,No
Yes,Married,86k,No
Yes,Single,102k,No
No,Single,247k,Yes
No,Single,178k,Yes
Yes,Divorced,243k,No
No,Divorced,149k,No
No,Single,72k,Yes
Yes,Single,148k,No
No,Single,179k,Yes
Yes,Divorced,224k,No
No,Married,226k,No
No,Divorced,106k,Yes
Yes,Married,58k,No
No,Single,92k,Yes
No,Divorced,192k,No
Yes,Single,135k,Yes
Yes,Single,134k,No
No,Single,116k,No
No,Divorced,213k,No
No,Single,155k,No
No,Married,235k,No
No,Single,186k,No
No,Single,221k,No
No,Married,184k,No
No,Divorced,96k,Yes
No,Single,203k,No
No,Single,100k,No
No,Divorced,107k,Yes
Yes,Single,152k,No
No,Married,82k,No
No,Divorced,117k,Yes
Yes,Single,89k,No
Yes,Married,147k,No
Yes,Single,55k,No
No,Married,103k,No
No,Married,179k,No
No,Divorced,206k,No
No,Single,94k,Yes
Yes,Married,105k,No
No,Married,243k,No
No,Married,70k,No
No,Divorced,110k,Yes
No,Divorced,159k,Yes
Yes,Married,198k,No
No,Single,72k,Yes
Yes,Single,56k,No
No,Single,214k,No
No,Single,192k,No
Yes,Single,242k,No
No,Divorced,219k,No
No,Single,61k,Yes
Yes,Divorced,134k,No
No,Divorced,184k,No
No,Married,79k,Yes
No,Married,229k,No
Yes,Divorced,228k,No
Yes,Married,191k,No
No,Married,242k,No
Yes,Married,173k,No
No,Single,154k,No
Yes,Divorced,169k,No
No,Married,63k,No
No,Married,60k,No
Yes,Single,196k,No
No,Single,196k,No
No,Single,124k,No
No,Married,124k,No
No,Single,219k,No
No,Married,184k,No
No,Married,183k,No
No,Married,133k,No
No,Single,113k,No
No,Married,174k,No
No,Married,237k,No
No,Divorced,52k,Yes
Yes,Divorced,243k,No
No,Married,177k,No
No,Divorced,196k,No
No,Single,82k,Yes
Yes,Single,242k,No
No,Married,99k,No
No,Single,169k,No
No,Single,224k,No
No,Single,231k,Yes
Yes,Married,81k,Yes
Yes,Married,104k,No
Yes,Single,107k,No
Yes,Married,249k,No
Yes,Married,50k,No
No,Married,75k,No
No,Single,55k,Yes
No,Married,98k,No
Yes,Married,248k,No
No,Single,148k,No
No,Divorced,162k,No
No,Married,220k,No
Yes,Divorced,154k,No
No,Single,65k,Yes
Yes,Married,126k,No
No,Married,191k,No
No,Divorced,232k,No
No,Single,154k,No
No,Single,243k,No
Yes,Married,75k,No
No,Single,220k,Yes
No,Married,91k,No
No,Single,152k,No
No,Married,158k,No
No,Married,108k,No
No,Married,54k,No
No,Single,130k,No
Yes,Single,123k,No
No,Married,202k,No
No,Single,124k,No
No,Single,213k,No
Yes,Single,235k,No
No,Divorced,196k,No
No,Married,174k,No
No,Single,169k,Yes
No,Married,99k,No
Yes,Divorced,172k,No
Yes,Single,214k,No
Yes,Married,247k,No
Yes,Divorced,106k,No
No,Single,114k,No
Yes,Divorced,144k,No
No,Single,227k,No
No,Single,131k,No
Yes,Single,177k,No
No,Married,117k,No
Yes,Divorced,212k,No
No,Divorced,132k,Yes
No,Married,194k,No
No,Divorced,94k,Yes
No,Married,229k,No
No,Single,188k,No
No,Divorced,61k,Yes
No,Single,155k,No
No,Single,214k,No
Yes,Divorced,201k,No
No,Single,171k,Yes
Yes,Single,208k,No
Yes,Single,90k,No
Yes,Married,187k,No
No,Married,52k,Yes
No,Divorced,150k,No
Yes,Married,137k,No
Yes,Married,121k,No
No,Married,139k,No
Yes,Married,101k,No
No,Married,109k,No
Yes,Single,88k,Yes
Yes,Single,161k,Yes
No,Married,168k,No
No,Single,82k,Yes
Yes,Single,201k,No
No,Single,160k,No
Yes,Divorced,109k,No
No,Married,120k,No
No,Married,249k,No
No,Single,108k,No
No,Single,153k,No
No,Married,192k,No
No,Single,234k,No
No,Single,136k,No
Yes,Single,179k,No
No,Single,195k,No
No,Divorced,135k,No
No,Married,201k,No
No,Divorced,236k,No
No,Single,57k,Yes
Yes,Married,137k,No
No,Single,74k,Yes
No,Married,165k,No
Yes,Single,210k,No
No,Single,245k,No
Yes,Married,78k,No
No,Single,247k,No
No,Single,105k,No
No,Divorced,58k,Yes
No,Married,103k,Yes
No,Married,203k,No
Yes,Married,166k,No
No,Married,129k,Yes
No,Married,233k,No
Yes,Married,227k,No
No,Married,99k,Yes
Yes,Divorced,197k,No
No,Divorced,60k,Yes
No,Married,68k,No
No,Single,66k,Yes
Yes,Single,73k,No
No,Single,130k,Yes
Yes,Married,160k,No
Yes,Single,249k,No
No,Married,227k,No
No,Single,186k,No
No,Single,92k,Yes
No,Married,152k,No
No,Married,208k,No
No,Married,168k,No
No,Divorced,77k,Yes
No,Single,135k,Yes
No,Divorced,86k,Yes
No,Single,148k,No
No,Divorced,99k,Yes
No,Divorced,207k,No
No,Married,195k,Yes
No,Married,198k,No
Yes,Single,69k,No
No,Divorced,185k,No
No,Single,118k,No
No,Single,184k,No
No,Divorced,158k,No
No,Single,153k,No
No,Divorced,197k,No
Yes,Single,205k,No
No,Married,107k,No
Yes,Single,106k,No
No,Single,237k,No
Yes,Divorced,109k,No
No,Single,238k,No
No,Married,223k,No
Yes,Married,244k,No
No,Single,149k,No
No,Single,103k,No
No,Married,89k,No
Yes,Divorced,51k,No
No,Married,202k,No
No,Single,52k,Yes
Yes,Married,138k,No
No,Divorced,193k,No
Yes,Married,124k,No
No,Married,165k,No
No,Divorced,55k,Yes
Yes,Single,63k,No
No,Single,64k,Yes
No,Single,208k,No
No,Married,83k,Yes
No,Divorced,105k,Yes
Yes,Divorced,210k,No
No,Single,226k,No
No,Married,94k,Yes
No,Single,248k,No
No,Married,239k,No
No,Divorced,240k,No
No,Single,222k,No
Yes,Divorced,180k,No
Yes,Married,167k,Yes
Yes,Single,75k,No
No,Single,146k,No
No,Married,163k,No
No,Divorced,179k,No
No,Married,73k,No
No,Single,220k,Yes
Yes,Single,66k,No
No,Married,133k,No
No,Single,246k,No
No,Married,224k,Yes
No,Divorced,169k,Yes
No,Divorced,84k,Yes
No,Married,69k,No
Yes,Single,232k,No
No,Married,116k,Yes
No,Married,249k,No
No,Divorced,82k,Yes
No,Single,185k,No
No,Divorced,79k,Yes
No,Single,87k,Yes
No,Single,100k,No
No,Single,222k,No
Yes,Married,231k,No
Yes,Married,116k,No
No,Divorced,209k,No
No,Married,240k,No
Yes,Married,198k,No
No,Divorced,107k,Yes
Yes,Single,198k,No
No,Single,210k,No
No,Married,131k,No
No,Divorced,216k,Yes
No,Single,52k,Yes
No,Married,100k,No
No,Divorced,60k,Yes
Yes,Single,189k,No
No,Married,189k,No
No,Married,205k,No
Yes,Married,231k,No
Yes,Married,101k,No
No,Married,166k,No
Yes,Married,119k,No
No,Married,101k,No
No,Single,157k,No
No,Married,172k,No
No,Married,204k,No
No,Divorced,154k,No
No,Married,64k,No
No,Married,96k,No
No,Single,181k,No
No,Single,95k,Yes
Yes,Married,132k,No
No,Divorced,176k,No
No,Single,168k,No
No,Single,101k,No
No,Divorced,103k,Yes
No,Married,106k,No
No,Single,55k,Yes
Yes,Single,149k,No
Yes,Married,140k,No
No,Single,213k,No
No,Single,148k,No
Yes,Married,207k,No
No,Divorced,139k,No
No,Married,230k,No
No,Single,200k,No
No,Married,125k,No
No,Divorced,69k,Yes
Yes,Married,211k,No
No,Married,173k,No
Yes,Married,140k,No
Yes,Married,118k,Yes
No,Divorced,79k,Yes
No,Single,87k,Yes
No,Married,121k,No
Yes,Married,220k,No
Yes,Divorced,223k,No
No,Divorced,133k,No
Yes,Single,189k,No
No,Divorced,175k,No
No,Single,67k,Yes
No,Single,133k,No
Yes,Married,161k,No
Yes,Divorced,228k,No
No,Married,193k,No
No,Single,147k,Yes
No,Single,182k,No
Yes,Married,199k,No
Yes,Married,168k,No
No,Married,193k,Yes
Yes,Married,121k,No
Yes,Married,197k,No
Yes,Married,245k,No
Yes,Married,171k,No
No,Single,158k,Yes
No,Divorced,106k,Yes
No,Single,177k,Yes
Yes,Divorced,229k,No
No,Divorced,112k,Yes
No,Single,219k,No
No,Married,198k,No
No,Single,55k,Yes
No,Divorced,99k,Yes
No,Single,152k,No
No,Married,225k,No
No,Married,182k,No
No,Married,224k,No
No,Single,54k,Yes
Yes,Single,207k,No
Yes,Divorced,231k,No
Yes,Single,179k,No
Yes,Single,155k,No
Yes,Married,51k,No
Yes,Married,210k,No
Yes,Divorced,83k,No
No,Married,90k,No
No,Married,210k,No
No,Married,245k,No
No,Single,234k,No
No,Divorced,86k,Yes
No,Married,52k,No
No,Married,91k,No
No,Married,157k,No
No,Married,71k,No
Yes,Married,87k,No
No,Divorced,203k,No
No,Single,92k,Yes
No,Married,247k,No
Yes,Single,135k,No
No,Married,64k,No
No,Married,121k,No
No,Divorced,199k,No
No,Single,145k,No
No,Single,51k,Yes
No,Single,149k,No
Yes,Divorced,104k,No
Yes,Single,113k,No
No,Married,93k,No
Yes,Single,64k,No
No,Married,208k,No
No,Married,206k,No
No,Married,245k,No
No,Single,182k,No
Yes,Married,112k,No
No,Single,157k,No
No,Single,65k,Yes
No,Married,141k,No
No,Married,245k,No
No,Divorced,201k,Yes
Yes,Single,120k,No
No,Single,71k,Yes
Yes,Divorced,246k,No
Yes,Single,100k,No
No,Single,108k,No
Yes,Married,141k,No
No,Married,97k,No
No,Divorced,54k,Yes
No,Single,208k,No
Yes,Married,128k,No
No,Single,71k,Yes
Yes,Single,203k,No
Yes,Single,222k,No
No,Single,240k,No
Yes,Divorced,107k,No
Yes,Married,227k,No
Yes,Single,111k,No
No,Single,175k,Yes
Yes,Single,69k,No
Yes,Single,197k,No
No,Married,192k,No
No,Divorced,184k,No
No,Married,119k,No
No,Single,149k,No
Yes,Single,62k,No
No,Divorced,118k,Yes
No,Married,101k,No
Yes,Single,169k,No
Yes,Married,222k,No
No,Divorced,206k,No
No,Divorced,188k,Yes
Yes,Divorced,186k,No
No,Single,155k,No
Yes,Single,158k,No
No,Married,170k,No
No,Divorced,83k,Yes
No,Single,168k,No
Yes,Single,147k,No
Yes,Married,61k,No
Yes,Divorced,58k,No
Yes,Divorced,191k,No
No,Single,249k,No
Yes,Married,208k,No
Yes,Married,85k,No
No,Single,78k,Yes
No,Married,86k,Yes
No,Married,70k,Yes
No,Married,101k,No
No,Married,157k,No
No,Married,80k,No
No,Married,131k,No
Yes,Single,157k,No
Yes,Married,100k,Yes
No,Divorced,80k,Yes
No,Divorced,99k,Yes
No,Married,230k,Yes
No,Single,68k,Yes
No,Married,85k,Yes
No,Single,146k,No
No,Married,241k,No
Yes,Married,165k,No
No,Married,87k,No
No,Married,193k,No
No,Single,166k,No
Yes,Single,106k,Yes
No,Divorced,229k,No
Yes,Single,103k,No
No,Single,199k,No
No,Single,172k,Yes
Yes,Single,240k,No
No,Married,196k,No
Yes,Married,50k,No
No,Married,176k,No
No,Single,112k,No
No,Single,228k,No
Yes,Married,225k,No
No,Married,233k,Yes
No,Divorced,171k,No
Yes,Single,61k,No
No,Married,82k,No
Yes,Married,154k,No
No,Married,69k,No
Yes,Single,211k,No
Yes,Divorced,146k,No
No,Divorced,58k,Yes
Yes,Single,118k,No
Yes,Married,152k,No
Yes,Married,90k,No
No,Married,176k,No
Yes,Single,146k,Yes
No,Married,249k,No
No,Married,225k,No
Yes,Single,119k,No
No,Divorced,79k,Yes
No,Married,77k,Yes
No,Divorced,219k,No
Yes,Married,122k,No
No,Single,115k,No
Yes,Married,120k,Yes
Yes,Single,141k,No
No,Married,231k,No
No,Single,98k,Yes
No,Single,110k,No
No,Single,71k,Yes
No,Married,204k,Yes
No,Married,107k,No
No,Divorced,68k,Yes
No,Single,101k,No
No,Single,234k,No
No,Married,65k,No
No,Single,231k,No
Yes,Married,175k,Yes
No,Single,138k,Yes
Yes,Divorced,86k,No
No,Divorced,80k,Yes
Yes,Married,145k,No
Yes,Divorced,235k,No
Yes,Married,143k,No
No,Married,109k,No
No,Divorced,236k,No
No,Married,123k,No
No,Married,149k,No
No,Divorced,238k,No
Yes,Divorced,70k,No
No,Single,237k,Yes
No,Married,170k,No
No,Married,157k,No
Yes,Single,103k,Yes
No,Single,99k,Yes
No,Married,110k,Yes
No,Married,241k,No
No,Married,66k,No
No,Married,68k,No
No,Single,106k,No
No,Single,212k,No
No,Married,248k,No
Yes,Married,122k,No
Yes,Married,139k,No
No,Single,68k,Yes
No,Divorced,201k,No
No,Single,119k,No
No,Married,92k,No
No,Married,174k,No
Yes,Single,151k,Yes
No,Divorced,189k,No
No,Married,225k,No
No,Married,89k,Yes
No,Single,73k,Yes
No,Married,196k,No
No,Married,178k,No
No,Single,211k,No
Yes,Divorced,139k,No
Yes,Single,94k,No
No,Single,191k,No
No,Married,54k,No
Yes,Divorced,234k,No
No,Divorced,220k,Yes
No,Single,232k,Yes
No,Married,85k,No
No,Married,196k,No
No,Married,225k,Yes
Yes,Married,192k,No
Yes,Divorced,65k,No
No,Married,210k,No
No,Married,154k,No
No,Married,110k,No
No,Divorced,59k,Yes
Yes,Married,201k,No
Yes,Single,184k,No
Yes,Single,225k,No
No,Single,95k,Yes
Yes,Married,77k,No
No,Single,241k,No
No,Married,168k,No
Yes,Married,129k,No
Yes,Married,247k,No
No,Married,230k,No
No,Divorced,111k,Yes
No,Married,87k,No
Yes,Married,63k,No
Yes,Married,106k,Yes
No,Single,129k,Yes
No,Married,69k,No
No,Divorced,182k,No
Yes,Divorced,111k,No
Yes,Single,212k,No
Yes,Single,229k,No
No,Married,202k,No
Yes,Single,159k,No
No,Single,120k,Yes
No,Divorced,85k,Yes
Yes,Divorced,114k,No
Yes,Single,128k,No
No,Single,232k,No
No,Divorced,215k,No
No,Married,118k,No
Yes,Married,177k,Yes
Yes,Married,125k,No
No,Divorced,127k,No
No,Divorced,115k,Yes
No,Single,223k,Yes
No,Single,199k,Yes
No,Married,212k,No
Yes,Divorced,56k,No
Yes,Single,127k,No
No,Married,138k,No
No,Married,67k,No
No,Single,219k,No
Yes,Single,102k,Yes
No,Married,56k,No
Yes,Single,96k,No
No,Single,192k,No
No,Divorced,193k,No
No,Single,160k,No
No,Divorced,246k,No
Yes,Divorced,55k,No
No,Married,144k,No
No,Married,215k,Yes
Yes,Married,127k,No
No,Single,105k,No
No,Single,114k,No
No,Married,227k,No
No,Divorced,66k,Yes
No,Single,207k,No
No,Married,138k,No
Yes,Married,93k,Yes
No,Single,217k,No
Yes,Married,206k,No
No,Single,105k,No
No,Single,74k,Yes
No,Single,226k,No
No,Married,149k,No
No,Divorced,153k,No
No,Divorced,116k,Yes
No,Married,76k,No
No,Divorced,68k,Yes
No,Married,105k,No
